time,temp,rhum,wspd
2021-01-03 11:00:00,17.98,69.54,0.93
2021-01-03 12:00:00,18.88,64.51,0.87
2021-01-03 13:00:00,19.72,68.36,0.61
2021-01-03 14:00:00,21.0,67.54,1.32
2021-01-03 15:00:00,22.21,58.96,1.6
2021-01-03 16:00:00,22.28,57.91,1.8
2021-01-03 17:00:00,24.86,61.24,2.38
2021-01-03 18:00:00,25.18,49.11,2.64
2021-01-03 19:00:00,25.6,47.59,2.4
2021-01-03 20:00:00,25.24,51.38,2.65
2021-01-03 21:00:00,26.16,52.24,2.73
2021-01-03 22:00:00,25.95,52.1,2.95
2021-01-03 23:00:00,25.97,59.03,2.64
2021-01-04 00:00:00,20.64,60.79,2.01
2021-01-04 01:00:00,22.05,63.32,1.83
2021-01-04 02:00:00,21.25,56.69,2.07
2021-01-04 03:00:00,18.76,66.22,1.42
2021-01-04 04:00:00,17.69,67.25,0.59
2021-01-04 05:00:00,15.48,67.26,1.15
2021-01-04 06:00:00,14.26,77.63,0.1
2021-01-04 07:00:00,14.29,77.01,0.83
2021-01-04 08:00:00,14.79,76.67,0.1
2021-01-04 09:00:00,15.71,75.21,0.49
2021-01-04 10:00:00,17.16,71.9,0.1
2021-01-04 11:00:00,15.96,72.18,0.63
2021-01-04 12:00:00,17.44,69.93,1.01
2021-01-04 13:00:00,18.37,60.79,0.97
2021-01-04 14:00:00,18.6,65.1,1.19
2021-01-04 15:00:00,21.09,65.86,2.14
2021-01-04 16:00:00,22.89,56.19,1.53
2021-01-04 17:00:00,24.65,51.25,2.15
2021-01-04 18:00:00,25.23,51.18,2.28
2021-01-04 19:00:00,23.68,52.01,2.6
2021-01-04 20:00:00,27.0,48.82,2.78
2021-01-04 21:00:00,26.4,54.18,2.01
2021-01-04 22:00:00,23.68,53.41,2.07
2021-01-04 23:00:00,22.62,52.13,2.77
2021-01-05 00:00:00,24.46,50.24,2.16
2021-01-05 01:00:00,21.59,60.03,1.67
2021-01-05 02:00:00,20.07,59.03,1.81
2021-01-05 03:00:00,19.13,61.34,1.81
2021-01-05 04:00:00,19.0,67.87,1.43
2021-01-05 05:00:00,15.86,72.06,1.38
2021-01-05 06:00:00,15.79,69.4,0.51
2021-01-05 07:00:00,15.1,73.38,0.46
2021-01-05 08:00:00,16.95,78.18,0.1
2021-01-05 09:00:00,13.91,67.0,0.1
2021-01-05 10:00:00,16.47,69.18,0.22
2021-01-05 11:00:00,17.3,71.15,0.34
2021-01-05 12:00:00,14.66,70.89,0.15
2021-01-05 13:00:00,21.24,60.8,1.08
2021-01-05 14:00:00,18.57,62.99,0.98
2021-01-05 15:00:00,20.07,64.65,1.44
2021-01-05 16:00:00,24.04,59.17,1.74
2021-01-05 17:00:00,25.37,58.59,1.71
2021-01-05 18:00:00,25.77,55.33,2.59
2021-01-05 19:00:00,22.69,55.21,2.58
2021-01-05 20:00:00,24.74,53.86,2.65
2021-01-05 21:00:00,26.67,47.62,2.31
2021-01-05 22:00:00,26.48,52.58,2.56
2021-01-05 23:00:00,22.89,57.58,2.81
2021-01-06 00:00:00,21.92,55.99,2.13
2021-01-06 01:00:00,20.91,62.3,2.58
2021-01-06 02:00:00,20.54,58.85,1.53
2021-01-06 03:00:00,17.63,63.44,2.1
2021-01-06 04:00:00,19.54,66.49,1.44
2021-01-06 05:00:00,15.44,73.03,1.26
2021-01-06 06:00:00,15.96,72.28,0.72
2021-01-06 07:00:00,15.07,71.36,0.69
2021-01-06 08:00:00,13.97,73.39,0.72
2021-01-06 09:00:00,14.46,74.55,0.37
2021-01-06 10:00:00,15.98,73.53,0.1
2021-01-06 11:00:00,16.52,71.97,0.46
2021-01-06 12:00:00,15.77,67.48,1.49
2021-01-06 13:00:00,17.21,67.54,1.44
2021-01-06 14:00:00,21.91,62.23,1.48
2021-01-06 15:00:00,21.36,55.83,1.6
2021-01-06 16:00:00,21.36,55.78,2.67
2021-01-06 17:00:00,22.7,57.62,1.85
2021-01-06 18:00:00,24.99,55.89,2.08
2021-01-06 19:00:00,25.31,48.96,2.58
2021-01-06 20:00:00,23.82,48.36,2.58
2021-01-06 21:00:00,23.94,51.56,2.8
2021-01-06 22:00:00,24.04,50.87,2.74
2021-01-06 23:00:00,23.43,57.25,2.01
2021-01-07 00:00:00,19.76,59.62,1.94
2021-01-07 01:00:00,23.24,57.76,2.41
2021-01-07 02:00:00,19.61,65.08,1.78
2021-01-07 03:00:00,20.34,63.07,1.68
2021-01-07 04:00:00,19.04,65.3,1.18
2021-01-07 05:00:00,16.32,67.76,1.24
2021-01-07 06:00:00,13.48,73.81,0.53
2021-01-07 07:00:00,15.47,72.36,0.48
2021-01-07 08:00:00,14.54,77.59,0.1
2021-01-07 09:00:00,15.59,67.14,0.41
2021-01-07 10:00:00,14.53,76.57,0.1
2021-01-07 11:00:00,17.62,69.21,0.51
2021-01-07 12:00:00,17.34,72.57,0.61
2021-01-07 13:00:00,20.75,59.36,1.08
2021-01-07 14:00:00,20.61,63.51,1.28
2021-01-07 15:00:00,20.91,60.71,2.04
2021-01-07 16:00:00,21.47,58.74,1.98
2021-01-07 17:00:00,23.34,57.14,2.27
2021-01-07 18:00:00,26.05,53.99,2.51
2021-01-07 19:00:00,25.16,48.65,2.75
2021-01-07 20:00:00,23.59,50.93,2.68
2021-01-07 21:00:00,23.44,54.74,2.43
2021-01-07 22:00:00,24.0,55.76,3.29
2021-01-07 23:00:00,23.67,51.85,2.56
2021-01-08 00:00:00,21.24,57.54,2.09
2021-01-08 01:00:00,20.94,59.8,2.48
2021-01-08 02:00:00,20.31,60.21,1.82
2021-01-08 03:00:00,16.29,70.25,1.15
2021-01-08 04:00:00,16.0,64.44,0.97
2021-01-08 05:00:00,15.89,72.77,1.19
2021-01-08 06:00:00,14.63,73.35,0.29
2021-01-08 07:00:00,14.0,76.21,0.47
2021-01-08 08:00:00,14.08,79.01,0.55
2021-01-08 09:00:00,14.75,73.52,0.65
2021-01-08 10:00:00,15.46,76.8,0.51
2021-01-08 11:00:00,17.45,73.29,0.23
2021-01-08 12:00:00,17.26,71.9,0.5
2021-01-08 13:00:00,17.32,68.28,0.91
2021-01-08 14:00:00,19.93,61.11,1.15
2021-01-08 15:00:00,19.19,60.05,1.2
2021-01-08 16:00:00,20.01,55.82,2.27
2021-01-08 17:00:00,21.0,57.14,1.86
2021-01-08 18:00:00,23.5,49.78,2.65
2021-01-08 19:00:00,24.71,52.17,2.49
2021-01-08 20:00:00,25.7,48.99,2.61
2021-01-08 21:00:00,24.93,54.49,2.52
2021-01-08 22:00:00,25.49,56.41,2.36
2021-01-08 23:00:00,22.86,52.17,2.0
2021-01-09 00:00:00,22.39,60.11,2.67
2021-01-09 01:00:00,19.14,58.78,1.95
2021-01-09 02:00:00,20.87,67.77,1.45
2021-01-09 03:00:00,16.05,68.77,1.62
2021-01-09 04:00:00,17.08,67.85,1.09
2021-01-09 05:00:00,14.8,72.69,1.18
2021-01-09 06:00:00,16.1,76.95,0.69
2021-01-09 07:00:00,13.76,67.78,0.77
2021-01-09 08:00:00,12.93,71.76,0.39
2021-01-09 09:00:00,14.39,82.71,0.62
2021-01-09 10:00:00,13.83,70.96,0.1
2021-01-09 11:00:00,15.64,73.6,0.57
2021-01-09 12:00:00,16.22,72.56,0.53
2021-01-09 13:00:00,14.52,65.96,1.31
2021-01-09 14:00:00,20.85,62.35,0.84
2021-01-09 15:00:00,18.76,62.59,2.02
2021-01-09 16:00:00,23.11,55.05,1.44
2021-01-09 17:00:00,22.16,58.89,2.26
2021-01-09 18:00:00,23.19,52.8,2.44
2021-01-09 19:00:00,24.06,57.1,2.61
2021-01-09 20:00:00,24.05,48.35,2.34
2021-01-09 21:00:00,25.23,49.85,2.77
2021-01-09 22:00:00,22.77,53.25,2.81
2021-01-09 23:00:00,25.3,54.66,2.6
2021-01-10 00:00:00,19.85,50.68,2.28
2021-01-10 01:00:00,20.06,63.52,2.38
2021-01-10 02:00:00,16.84,67.4,1.99
2021-01-10 03:00:00,19.54,69.53,1.59
2021-01-10 04:00:00,14.87,70.05,1.33
2021-01-10 05:00:00,15.81,72.22,0.81
2021-01-10 06:00:00,17.43,68.92,0.96
2021-01-10 07:00:00,13.29,79.03,0.45
2021-01-10 08:00:00,13.6,72.65,0.39
2021-01-10 09:00:00,14.54,75.3,0.11
2021-01-10 10:00:00,15.17,77.84,0.72
2021-01-10 11:00:00,15.89,70.75,0.1
2021-01-10 12:00:00,16.95,66.19,0.6
2021-01-10 13:00:00,19.71,66.67,0.58
2021-01-10 14:00:00,19.27,61.14,1.08
2021-01-10 15:00:00,20.43,59.33,1.7
2021-01-10 16:00:00,22.2,57.24,1.31
2021-01-10 17:00:00,23.19,53.88,2.34
2021-01-10 18:00:00,24.37,55.06,2.34
2021-01-10 19:00:00,24.48,49.95,2.99
2021-01-10 20:00:00,23.43,52.92,2.51
2021-01-10 21:00:00,24.38,54.97,3.01
2021-01-10 22:00:00,25.13,51.47,2.74
2021-01-10 23:00:00,22.61,57.33,2.36
2021-01-11 00:00:00,22.92,58.47,2.24
2021-01-11 01:00:00,19.82,65.53,1.89
2021-01-11 02:00:00,18.76,62.29,1.37
2021-01-11 03:00:00,17.67,67.69,1.41
2021-01-11 04:00:00,15.09,71.04,0.79
2021-01-11 05:00:00,13.89,75.11,1.15
2021-01-11 06:00:00,16.95,73.23,0.94
2021-01-11 07:00:00,14.18,74.97,0.83
2021-01-11 08:00:00,12.42,73.91,1.06
2021-01-11 09:00:00,12.99,71.78,0.38
2021-01-11 10:00:00,15.16,76.03,0.59
2021-01-11 11:00:00,13.74,69.89,0.62
2021-01-11 12:00:00,15.36,70.96,0.65
2021-01-11 13:00:00,18.26,69.75,1.03
2021-01-11 14:00:00,18.87,64.97,0.96
2021-01-11 15:00:00,18.63,60.65,1.69
2021-01-11 16:00:00,20.45,60.22,1.77
2021-01-11 17:00:00,24.22,52.34,2.0
2021-01-11 18:00:00,21.6,50.46,2.02
2021-01-11 19:00:00,22.51,57.55,2.0
2021-01-11 20:00:00,22.59,51.13,2.27
2021-01-11 21:00:00,23.42,59.38,2.51
2021-01-11 22:00:00,20.84,55.1,2.56
2021-01-11 23:00:00,22.89,57.06,2.77
2021-01-12 00:00:00,20.62,59.77,2.59
2021-01-12 01:00:00,19.98,60.66,1.91
2021-01-12 02:00:00,17.84,60.92,1.83
2021-01-12 03:00:00,15.88,64.03,1.37
2021-01-12 04:00:00,14.81,71.57,1.25
2021-01-12 05:00:00,13.55,71.71,0.68
2021-01-12 06:00:00,15.12,72.0,0.87
2021-01-12 07:00:00,12.87,74.41,0.34
2021-01-12 08:00:00,12.23,76.7,0.1
2021-01-12 09:00:00,14.42,76.28,0.58
2021-01-12 10:00:00,13.7,74.98,0.39
2021-01-12 11:00:00,14.36,75.34,0.83
2021-01-12 12:00:00,15.36,72.2,0.57
2021-01-12 13:00:00,19.93,67.78,1.25
2021-01-12 14:00:00,18.25,58.86,1.06
2021-01-12 15:00:00,19.92,59.9,1.7
2021-01-12 16:00:00,22.33,58.36,1.75
2021-01-12 17:00:00,22.68,53.59,2.09
2021-01-12 18:00:00,22.85,53.49,2.03
2021-01-12 19:00:00,23.48,53.28,2.34
2021-01-12 20:00:00,22.21,51.31,3.03
2021-01-12 21:00:00,25.53,51.35,2.7
2021-01-12 22:00:00,23.55,51.4,3.22
2021-01-12 23:00:00,22.86,52.18,2.45
2021-01-13 00:00:00,21.79,60.9,2.34
2021-01-13 01:00:00,19.9,60.92,2.11
2021-01-13 02:00:00,19.78,62.16,2.07
2021-01-13 03:00:00,16.09,64.15,1.1
2021-01-13 04:00:00,16.01,67.32,1.29
2021-01-13 05:00:00,14.13,70.95,0.65
2021-01-13 06:00:00,13.18,70.54,0.36
2021-01-13 07:00:00,12.63,69.85,0.69
2021-01-13 08:00:00,16.1,71.38,0.48
2021-01-13 09:00:00,14.64,71.39,0.59
2021-01-13 10:00:00,15.54,73.37,0.6
2021-01-13 11:00:00,16.51,70.85,0.28
2021-01-13 12:00:00,17.44,67.44,0.9
2021-01-13 13:00:00,15.94,63.55,0.61
2021-01-13 14:00:00,17.11,60.49,0.76
2021-01-13 15:00:00,20.03,59.93,1.17
2021-01-13 16:00:00,21.38,57.34,1.71
2021-01-13 17:00:00,23.78,56.79,1.62
2021-01-13 18:00:00,22.67,58.04,2.3
2021-01-13 19:00:00,21.75,48.79,2.85
2021-01-13 20:00:00,21.65,57.96,2.96
2021-01-13 21:00:00,24.09,52.41,2.7
2021-01-13 22:00:00,20.95,53.19,2.98
2021-01-13 23:00:00,23.72,55.72,2.25
2021-01-14 00:00:00,20.34,56.08,1.89
2021-01-14 01:00:00,20.85,59.75,2.29
2021-01-14 02:00:00,20.0,64.85,1.53
2021-01-14 03:00:00,16.41,63.11,1.1
2021-01-14 04:00:00,14.82,73.53,1.29
2021-01-14 05:00:00,14.37,76.84,1.2
2021-01-14 06:00:00,13.53,74.53,0.61
2021-01-14 07:00:00,12.49,74.29,0.21
2021-01-14 08:00:00,12.85,75.85,0.1
2021-01-14 09:00:00,11.73,78.54,0.1
2021-01-14 10:00:00,10.65,77.12,0.13
2021-01-14 11:00:00,15.23,71.28,0.29
2021-01-14 12:00:00,15.48,74.4,0.53
2021-01-14 13:00:00,17.8,65.23,1.2
2021-01-14 14:00:00,20.27,62.69,0.95
2021-01-14 15:00:00,21.01,57.02,1.63
2021-01-14 16:00:00,19.48,61.99,1.97
2021-01-14 17:00:00,20.36,54.57,1.68
2021-01-14 18:00:00,23.03,51.07,2.17
2021-01-14 19:00:00,22.05,54.88,2.87
2021-01-14 20:00:00,24.36,50.13,2.84
2021-01-14 21:00:00,23.09,53.95,2.85
2021-01-14 22:00:00,22.32,56.14,2.31
2021-01-14 23:00:00,21.54,56.63,2.78
2021-01-15 00:00:00,20.42,54.87,1.9
2021-01-15 01:00:00,18.8,57.81,1.95
2021-01-15 02:00:00,19.32,58.93,1.92
2021-01-15 03:00:00,18.58,63.35,1.35
2021-01-15 04:00:00,15.2,71.58,1.17
2021-01-15 05:00:00,15.8,71.03,1.01
2021-01-15 06:00:00,13.36,73.5,0.79
2021-01-15 07:00:00,12.68,72.14,0.69
2021-01-15 08:00:00,13.22,75.55,1.1
2021-01-15 09:00:00,12.46,74.27,0.1
2021-01-15 10:00:00,14.05,73.91,0.67
2021-01-15 11:00:00,14.32,72.98,0.57
2021-01-15 12:00:00,14.09,64.78,0.88
2021-01-15 13:00:00,19.7,63.78,0.8
2021-01-15 14:00:00,18.68,61.54,1.23
2021-01-15 15:00:00,20.55,60.42,1.19
2021-01-15 16:00:00,20.35,61.47,2.05
2021-01-15 17:00:00,22.45,52.8,2.2
2021-01-15 18:00:00,23.83,54.03,2.61
2021-01-15 19:00:00,20.26,51.62,2.76
2021-01-15 20:00:00,24.73,52.83,2.35
2021-01-15 21:00:00,24.4,52.27,2.06
2021-01-15 22:00:00,24.17,59.45,2.5
2021-01-15 23:00:00,21.58,58.31,3.0
2021-01-16 00:00:00,19.39,57.15,2.25
2021-01-16 01:00:00,18.79,66.4,1.88
2021-01-16 02:00:00,17.79,59.18,1.85
2021-01-16 03:00:00,14.82,70.8,2.09
2021-01-16 04:00:00,14.86,70.72,0.8
2021-01-16 05:00:00,13.99,74.36,1.01
2021-01-16 06:00:00,12.75,74.59,0.7
2021-01-16 07:00:00,15.28,75.5,0.44
2021-01-16 08:00:00,14.16,75.34,0.27
2021-01-16 09:00:00,14.29,74.59,0.43
2021-01-16 10:00:00,12.42,75.67,0.3
2021-01-16 11:00:00,14.18,67.26,0.67
2021-01-16 12:00:00,16.35,70.53,0.55
2021-01-16 13:00:00,17.02,71.31,1.02
2021-01-16 14:00:00,18.04,65.23,1.23
2021-01-16 15:00:00,20.28,62.43,1.49
2021-01-16 16:00:00,20.01,60.05,1.76
2021-01-16 17:00:00,21.61,58.93,2.13
2021-01-16 18:00:00,23.62,53.2,2.41
2021-01-16 19:00:00,22.51,57.97,2.47
2021-01-16 20:00:00,24.01,56.27,2.53
2021-01-16 21:00:00,23.46,48.86,3.43
2021-01-16 22:00:00,22.97,51.84,2.23
2021-01-16 23:00:00,22.02,51.7,2.74
2021-01-17 00:00:00,18.55,59.37,2.13
2021-01-17 01:00:00,19.42,61.8,2.34
2021-01-17 02:00:00,15.87,66.61,2.03
2021-01-17 03:00:00,16.75,67.01,0.69
2021-01-17 04:00:00,14.28,69.02,0.9
2021-01-17 05:00:00,15.35,77.77,0.91
2021-01-17 06:00:00,12.63,74.51,0.51
2021-01-17 07:00:00,11.78,71.03,0.46
2021-01-17 08:00:00,14.46,77.14,0.52
2021-01-17 09:00:00,11.91,77.16,0.1
2021-01-17 10:00:00,13.15,72.19,0.18
2021-01-17 11:00:00,12.69,69.97,0.69
2021-01-17 12:00:00,15.12,67.86,0.99
2021-01-17 13:00:00,15.68,65.07,1.11
2021-01-17 14:00:00,18.22,60.28,1.06
2021-01-17 15:00:00,19.35,63.93,0.86
2021-01-17 16:00:00,19.57,55.31,1.52
2021-01-17 17:00:00,20.07,58.78,2.35
2021-01-17 18:00:00,21.78,54.72,2.77
2021-01-17 19:00:00,21.28,56.15,2.48
2021-01-17 20:00:00,22.06,49.95,2.51
2021-01-17 21:00:00,22.49,54.3,2.62
2021-01-17 22:00:00,21.91,54.41,2.22
2021-01-17 23:00:00,21.31,50.73,2.71
2021-01-18 00:00:00,21.55,54.26,2.48
2021-01-18 01:00:00,19.61,62.12,2.26
2021-01-18 02:00:00,14.78,62.53,1.86
2021-01-18 03:00:00,16.94,64.58,0.94
2021-01-18 04:00:00,14.94,67.88,0.87
2021-01-18 05:00:00,15.32,72.14,0.79
2021-01-18 06:00:00,14.73,73.95,0.83
2021-01-18 07:00:00,13.13,73.88,0.62
2021-01-18 08:00:00,12.73,74.33,0.82
2021-01-18 09:00:00,10.91,75.4,0.2
2021-01-18 10:00:00,13.5,69.15,0.4
2021-01-18 11:00:00,15.1,70.33,0.48
2021-01-18 12:00:00,14.29,74.02,1.58
2021-01-18 13:00:00,16.57,63.66,1.0
2021-01-18 14:00:00,17.33,61.59,1.28
2021-01-18 15:00:00,20.18,61.99,1.82
2021-01-18 16:00:00,20.16,54.57,2.18
2021-01-18 17:00:00,21.55,56.6,2.86
2021-01-18 18:00:00,21.62,58.97,2.08
2021-01-18 19:00:00,22.27,54.94,2.86
2021-01-18 20:00:00,24.38,53.04,2.79
2021-01-18 21:00:00,23.38,53.8,2.8
2021-01-18 22:00:00,22.68,58.73,2.7
2021-01-18 23:00:00,21.65,55.29,2.83
2021-01-19 00:00:00,19.92,57.29,1.79
2021-01-19 01:00:00,20.0,58.32,1.84
2021-01-19 02:00:00,18.16,63.29,1.9
2021-01-19 03:00:00,17.2,70.6,1.28
2021-01-19 04:00:00,15.22,63.78,0.56
2021-01-19 05:00:00,15.69,70.33,0.85
2021-01-19 06:00:00,13.69,78.5,1.29
2021-01-19 07:00:00,13.15,79.11,0.47
2021-01-19 08:00:00,12.78,72.35,0.64
2021-01-19 09:00:00,12.18,72.21,0.24
2021-01-19 10:00:00,13.29,69.84,0.1
2021-01-19 11:00:00,11.97,77.41,0.59
2021-01-19 12:00:00,13.9,71.87,0.5
2021-01-19 13:00:00,15.84,65.56,1.3
2021-01-19 14:00:00,17.31,61.74,0.95
2021-01-19 15:00:00,18.7,56.83,1.7
2021-01-19 16:00:00,19.82,62.6,1.41
2021-01-19 17:00:00,20.88,53.0,2.46
2021-01-19 18:00:00,21.02,57.8,1.91
2021-01-19 19:00:00,22.54,53.99,2.36
2021-01-19 20:00:00,22.48,53.18,2.69
2021-01-19 21:00:00,20.64,54.59,2.93
2021-01-19 22:00:00,19.66,54.24,2.61
2021-01-19 23:00:00,21.58,56.5,2.85
2021-01-20 00:00:00,21.1,61.73,2.03
2021-01-20 01:00:00,21.41,66.75,1.89
2021-01-20 02:00:00,17.45,63.63,1.61
2021-01-20 03:00:00,14.84,65.28,1.72
2021-01-20 04:00:00,12.75,69.64,1.54
2021-01-20 05:00:00,11.64,72.53,0.89
2021-01-20 06:00:00,12.57,76.76,0.65
2021-01-20 07:00:00,11.9,77.5,0.91
2021-01-20 08:00:00,13.39,73.92,0.59
2021-01-20 09:00:00,13.76,77.36,0.21
2021-01-20 10:00:00,11.5,73.51,0.65
2021-01-20 11:00:00,13.9,70.99,0.19
2021-01-20 12:00:00,15.18,69.3,0.81
2021-01-20 13:00:00,15.12,65.2,0.75
2021-01-20 14:00:00,14.75,64.82,1.44
2021-01-20 15:00:00,18.52,66.35,1.34
2021-01-20 16:00:00,21.1,60.93,2.11
2021-01-20 17:00:00,18.49,48.31,2.06
2021-01-20 18:00:00,20.19,55.91,2.27
2021-01-20 19:00:00,22.76,48.86,2.37
2021-01-20 20:00:00,21.58,49.44,2.68
2021-01-20 21:00:00,22.96,51.98,2.71
2021-01-20 22:00:00,20.92,55.22,2.75
2021-01-20 23:00:00,18.5,50.73,2.19
2021-01-21 00:00:00,20.28,52.51,2.26
2021-01-21 01:00:00,19.16,59.79,1.58
2021-01-21 02:00:00,15.8,64.92,1.48
2021-01-21 03:00:00,15.02,66.11,1.61
2021-01-21 04:00:00,14.24,65.72,1.13
2021-01-21 05:00:00,13.72,72.95,0.97
2021-01-21 06:00:00,11.31,77.16,0.19
2021-01-21 07:00:00,11.72,75.09,0.52
2021-01-21 08:00:00,11.22,75.27,0.1
2021-01-21 09:00:00,12.07,76.15,0.24
2021-01-21 10:00:00,11.69,74.16,0.1
2021-01-21 11:00:00,10.62,71.5,0.53
2021-01-21 12:00:00,14.1,69.64,1.19
2021-01-21 13:00:00,14.78,64.68,0.77
2021-01-21 14:00:00,16.27,63.8,1.32
2021-01-21 15:00:00,18.4,59.85,1.68
2021-01-21 16:00:00,18.14,56.61,1.44
2021-01-21 17:00:00,22.55,53.94,2.14
2021-01-21 18:00:00,20.69,57.99,2.01
2021-01-21 19:00:00,20.91,56.49,2.62
2021-01-21 20:00:00,22.6,49.84,2.46
2021-01-21 21:00:00,23.78,55.76,2.66
2021-01-21 22:00:00,19.94,49.46,2.98
2021-01-21 23:00:00,19.97,47.24,2.74
2021-01-22 00:00:00,17.91,61.24,2.65
2021-01-22 01:00:00,17.83,63.78,2.04
2021-01-22 02:00:00,15.37,68.2,2.06
2021-01-22 03:00:00,15.82,68.51,1.35
2021-01-22 04:00:00,13.75,69.42,1.29
2021-01-22 05:00:00,13.47,74.08,0.9
2021-01-22 06:00:00,13.25,72.8,1.01
2021-01-22 07:00:00,10.86,74.9,0.47
2021-01-22 08:00:00,11.23,77.58,0.12
2021-01-22 09:00:00,11.58,80.21,0.21
2021-01-22 10:00:00,12.82,72.01,0.36
2021-01-22 11:00:00,11.5,73.05,0.7
2021-01-22 12:00:00,13.59,66.93,0.52
2021-01-22 13:00:00,16.5,67.95,0.55
2021-01-22 14:00:00,15.64,63.95,1.41
2021-01-22 15:00:00,17.01,63.36,0.63
2021-01-22 16:00:00,20.52,57.87,1.4
2021-01-22 17:00:00,21.56,56.33,2.02
2021-01-22 18:00:00,21.53,55.06,2.37
2021-01-22 19:00:00,22.71,52.87,2.49
2021-01-22 20:00:00,21.19,53.23,2.59
2021-01-22 21:00:00,22.42,54.34,2.61
2021-01-22 22:00:00,20.78,57.92,2.87
2021-01-22 23:00:00,18.96,56.09,2.64
2021-01-23 00:00:00,17.44,61.78,2.0
2021-01-23 01:00:00,16.34,64.06,2.1
2021-01-23 02:00:00,15.65,68.36,1.34
2021-01-23 03:00:00,16.88,62.12,1.58
2021-01-23 04:00:00,14.25,70.51,1.31
2021-01-23 05:00:00,11.28,74.47,0.75
2021-01-23 06:00:00,13.43,75.1,1.1
2021-01-23 07:00:00,11.18,74.56,0.14
2021-01-23 08:00:00,11.92,77.58,1.02
2021-01-23 09:00:00,10.41,74.82,0.37
2021-01-23 10:00:00,12.04,75.89,0.55
2021-01-23 11:00:00,13.97,72.02,0.64
2021-01-23 12:00:00,15.04,68.87,0.35
2021-01-23 13:00:00,15.42,65.16,1.06
2021-01-23 14:00:00,15.56,63.41,1.34
2021-01-23 15:00:00,16.89,60.75,1.94
2021-01-23 16:00:00,18.21,54.79,2.24
2021-01-23 17:00:00,21.73,54.72,1.93
2021-01-23 18:00:00,19.32,60.3,1.78
2021-01-23 19:00:00,21.26,49.7,2.59
2021-01-23 20:00:00,21.9,48.75,2.57
2021-01-23 21:00:00,21.15,50.04,3.0
2021-01-23 22:00:00,18.89,54.79,2.69
2021-01-23 23:00:00,19.15,57.01,2.2
2021-01-24 00:00:00,18.75,62.6,2.3
2021-01-24 01:00:00,18.43,63.15,1.93
2021-01-24 02:00:00,16.46,65.78,1.86
2021-01-24 03:00:00,13.27,71.61,1.69
2021-01-24 04:00:00,13.0,68.4,1.42
2021-01-24 05:00:00,13.45,73.82,1.05
